id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,purpose,member_id,loan_id,emp_length,home_ownership,annual_inc,verification_status,dti,delinq_2yrs,last_pymnt_d,total_pymnt,out_prncp
1057633,8450,8425, 60 months,16.77,208.97,D,D2,18-Dec,Fully Paid,debt_consolidation,1289398,1057633,5 years,OWN,25000,Verified,22.51,0,15-Sep,12188.56442,0
1046204,20000,18590.33777, 60 months,13.49,460.1,C,C1,18-Dec,Fully Paid,credit_card,1276836,1046204,1 year,RENT,82000,Not Verified,17.68,0,15-Feb,26397.31306,0
1067794,10000,10000, 36 months,11.71,330.76,B,B3,18-Dec,Charged Off,debt_consolidation,1302151,1067794,8 years,RENT,60000,Not Verified,22.08,0,20-Jul,6002.23,0
1067816,12000,12000, 36 months,16.29,423.61,D,D1,18-Dec,Fully Paid,credit_card,1302174,1067816,5 years,MORTGAGE,80000,Verified,18.18,0,21-Mar,14946.56002,0
1068018,13475,13450, 60 months,13.49,309.99,C,C1,18-Dec,Charged Off,credit_card,1302371,1068018,10+ years,RENT,25000,Verified,21.89,0,20-Oct,6198.89,0
1052996,7200,7200, 36 months,12.42,240.59,B,B4,18-Dec,Fully Paid,major_purchase,1284571,1052996,5 years,RENT,48000,Not Verified,17.43,0,15-Feb,8677.15634,0
1067818,5600,5600, 36 months,14.65,193.17,C,C3,18-Dec,Charged Off,debt_consolidation,1247741,1067818,1 year,MORTGAGE,85000,Not Verified,12.24,1,19-Aug,1350.86,0
1064842,12000,11975, 36 months,14.27,411.71,C,C2,18-Dec,Fully Paid,debt_consolidation,1298688,1064842,< 1 year,RENT,57000,Verified,10.86,0,20-Dec,14396.58,0
1067109,8500,8500, 36 months,6.03,258.71,A,A1,18-Dec,Fully Paid,credit_card,1301487,1067109,2 years,RENT,25000,Not Verified,1.73,0,20-May,9074.73,0
1067971,8000,8000, 36 months,9.91,257.8,B,B1,18-Dec,Fully Paid,credit_card,1302322,1067971,2 years,RENT,34000,Source Verified,18.28,0,15-Jan,9279.812752,0
1057518,8000,8000, 36 months,12.42,267.33,B,B4,18-Dec,Fully Paid,credit_card,1289083,1057518,10+ years,RENT,40000,Not Verified,15,0,15-Jan,9622.78032,0
1067473,16000,8150, 60 months,15.27,382.92,C,C4,18-Dec,Fully Paid,debt_consolidation,1301868,1067473,10+ years,RENT,42656.4,Source Verified,17.44,0,15-Nov,22394.08,0
1062177,15000,15000, 36 months,17.27,536.81,D,D3,18-Dec,Fully Paid,house,1294027,1062177,2 years,MORTGAGE,44400,Source Verified,3.59,1,20-Jun,17991.53,0
1067447,10000,10000, 36 months,9.91,322.25,B,B1,18-Dec,Fully Paid,debt_consolidation,1301839,1067447,2 years,OWN,30000,Not Verified,11.24,0,21-Jul,11386.43022,0
1059412,10000,10000, 36 months,6.62,307.04,A,A2,18-Dec,Fully Paid,credit_card,1291030,1059412,5 years,MORTGAGE,70000,Not Verified,16.78,0,20-Dec,10902.91,0
1062608,8000,8000, 36 months,14.65,275.96,C,C3,18-Dec,Fully Paid,car,1294481,1062608,3 years,RENT,28000,Not Verified,12.6,0,19-Aug,8636.82,0
1067664,22000,22000, 36 months,9.91,708.95,B,B1,18-Dec,Fully Paid,debt_consolidation,1302055,1067664,2 years,MORTGAGE,50000,Verified,13.22,0,21-Dec,25521.09572,0
1067441,6000,6000, 36 months,14.27,205.86,C,C2,18-Dec,Fully Paid,car,1301833,1067441,10+ years,MORTGAGE,94800,Verified,24.53,0,20-Dec,7215.05,0
1067654,16000,15975, 60 months,9.91,339.25,B,B1,18-Dec,Current,debt_consolidation,1302043,1067654,10+ years,OWN,40000,Verified,9.39,0,15-Dec,16282.75,3861.12
1067644,2500,2500, 36 months,7.51,77.78,A,A3,18-Dec,Charged Off,debt_consolidation,1302032,1067644,,OWN,12000,Source Verified,16.3,0,20-Dec,1838.88,0
1062288,13500,13500, 36 months,9.91,435.04,B,B1,18-Dec,Fully Paid,credit_card,1294350,1062288,2 years,MORTGAGE,36000,Source Verified,22.93,0,21-Sep,15621.26606,0
1067434,25000,25000, 36 months,12.42,835.39,B,B4,18-Dec,Fully Paid,debt_consolidation,1301822,1067434,2 years,RENT,225000,Verified,8.32,1,15-Jan,30071.72882,0
1067419,10000,10000, 36 months,13.49,339.31,C,C1,18-Dec,Fully Paid,small_business,1301804,1067419,2 years,RENT,45900,Verified,24.97,0,21-Sep,12174.48231,0
1067601,2500,2500, 36 months,13.49,84.83,C,C1,18-Dec,Fully Paid,debt_consolidation,1301984,1067601,4 years,RENT,27200,Not Verified,6.44,0,15-Jan,3050.276004,0
1067579,7325,7325, 36 months,12.69,245.72,B,B5,18-Dec,Fully Paid,debt_consolidation,1301961,1067579,1 year,RENT,42000,Not Verified,22.57,0,15-Jan,8844.700842,0
1067563,4000,4000, 36 months,12.42,133.67,B,B4,18-Dec,Fully Paid,credit_card,1301944,1067563,5 years,RENT,135000,Verified,12.12,0,19-Oct,4337.11,0
1067364,10000,10000, 36 months,13.49,339.31,C,C1,18-Dec,Charged Off,small_business,1301744,1067364,5 years,RENT,65000,Not Verified,6.92,1,21-Mar,9270.84,0
1067152,7750,7750, 36 months,17.27,277.36,D,D3,18-Dec,Charged Off,debt_consolidation,1301933,1067152,< 1 year,RENT,24000,Not Verified,16.1,0,21-Jan,6934,0
1062471,20000,20000, 60 months,20.89,539.84,F,F1,18-Dec,Charged Off,debt_consolidation,1294536,1062471,6 years,RENT,70000,Source Verified,16.63,0,19-Oct,5425.96,0
1066842,9600,9600, 36 months,12.42,320.79,B,B4,18-Dec,Fully Paid,debt_consolidation,1301036,1066842,10+ years,RENT,65000,Verified,11.65,0,21-Jan,11337.71,0
1067126,21000,21000, 60 months,11.71,464.07,B,B3,18-Dec,Charged Off,debt_consolidation,1301506,1067126,3 years,RENT,60000,Not Verified,6.62,0,19-Aug,3708.24,0
1067326,14000,14000, 36 months,10.65,456.03,B,B2,18-Dec,Fully Paid,credit_card,1301703,1067326,3 years,RENT,30000,Source Verified,15.52,0,19-Dec,15200.08,0
1066789,13350,13350, 36 months,12.42,446.1,B,B4,18-Dec,Fully Paid,debt_consolidation,1300973,1066789,10+ years,RENT,43000,Not Verified,20.57,0,15-Jan,16058.39442,0
1067324,15000,15000, 36 months,16.77,533.08,D,D2,18-Dec,Charged Off,debt_consolidation,1301699,1067324,10+ years,RENT,42000,Verified,19.63,0,21-Apr,13373.77,0
1067102,15000,15000, 36 months,17.27,536.81,D,D3,18-Dec,Charged Off,debt_consolidation,1301481,1067102,8 years,RENT,75000,Source Verified,16.03,0,20-Aug,10198.4,0
1046969,11000,10750, 60 months,13.49,253.06,C,C1,18-Dec,Current,debt_consolidation,1277832,1046969,10+ years,MORTGAGE,129000,Verified,10.94,0,15-Dec,12119.38,2841.5
1067084,35000,35000, 36 months,10.65,1140.07,B,B2,18-Dec,Fully Paid,debt_consolidation,1301459,1067084,2 years,MORTGAGE,168000,Verified,3.17,1,20-Oct,38059.76,0
1067090,9000,9000, 36 months,10.65,293.16,B,B2,18-Dec,Fully Paid,credit_card,1301465,1067090,9 years,MORTGAGE,74000,Source Verified,8.89,0,15-Jan,10552.7928,0
1060875,22475,22425, 60 months,15.27,537.87,C,C4,18-Dec,Current,debt_consolidation,1292842,1060875,7 years,MORTGAGE,52000,Verified,15.23,0,15-Dec,25796.01,5962.67
1067265,16000,16000, 36 months,12.69,536.72,B,B5,18-Dec,Charged Off,debt_consolidation,1301632,1067265,1 year,RENT,58500,Source Verified,20.64,0,21-May,12295.72,0
1067287,13500,13500, 36 months,12.69,452.86,B,B5,18-Dec,Fully Paid,debt_consolidation,1301658,1067287,5 years,RENT,71000,Source Verified,11.97,0,15-Jan,16301.54517,0
1067066,24000,24000, 36 months,12.69,805.08,B,B5,18-Dec,Fully Paid,debt_consolidation,1301436,1067066,10+ years,RENT,75000,Verified,11.6,0,15-Jan,28978.67895,0
1067283,12000,12000, 36 months,10.65,390.88,B,B2,18-Dec,Fully Paid,credit_card,1301654,1067283,5 years,RENT,60000,Not Verified,10.84,0,15-Jan,14070.39864,0
1067266,8400,8150, 60 months,16.77,207.73,D,D2,18-Dec,Current,major_purchase,1301634,1067266,5 years,RENT,87996,Not Verified,11.35,0,15-Dec,9940.54,2295.64
1066635,28000,27975, 60 months,17.58,704.64,D,D4,18-Dec,Fully Paid,home_improvement,1300826,1066635,5 years,MORTGAGE,140000,Verified,12.07,0,19-Jan,28411.15,0
1067026,14000,14000, 36 months,6.62,429.86,A,A2,18-Dec,Fully Paid,debt_consolidation,1301392,1067026,10+ years,RENT,66000,Source Verified,11.15,0,21-Sep,15450.08422,0
1067038,12000,12000, 36 months,14.27,411.71,C,C2,18-Dec,Charged Off,other,1301405,1067038,8 years,MORTGAGE,70000,Not Verified,8.4,0,19-Oct,4241.16,0
1067030,25000,25000, 36 months,11.71,826.9,B,B3,18-Dec,Fully Paid,debt_consolidation,1301397,1067030,10+ years,MORTGAGE,100000,Verified,6.88,0,21-Sep,29277.57384,0
1065350,9000,9000, 36 months,12.69,301.91,B,B5,18-Dec,Fully Paid,debt_consolidation,1299445,1065350,5 years,RENT,50000,Source Verified,17.81,0,15-Jan,10867.20998,0
1067028,13250,13250, 36 months,10.65,431.6,B,B2,18-Dec,Fully Paid,debt_consolidation,1301395,1067028,4 years,RENT,35000,Not Verified,24.93,0,15-Jan,15535.93186,0
1061877,20000,20000, 36 months,13.49,678.61,C,C1,18-Dec,Fully Paid,debt_consolidation,1293509,1061877,6 years,RENT,75000,Verified,22.38,0,21-Jan,23861.58,0
1067018,3000,3000, 36 months,14.65,103.49,C,C3,18-Dec,Fully Paid,medical,1301384,1067018,5 years,RENT,71000,Verified,21.84,0,15-Jan,3723.936325,0
1067223,7350,7350, 36 months,10.65,239.42,B,B2,18-Dec,Fully Paid,debt_consolidation,1301585,1067223,10+ years,MORTGAGE,48000,Not Verified,11.93,0,15-Jan,8616.33002,0
1067004,11500,11500, 36 months,15.27,400.18,C,C4,18-Dec,Fully Paid,debt_consolidation,1301365,1067004,5 years,RENT,36000,Not Verified,21.1,0,15-Jan,14400.49925,0
1031265,13650,13650, 36 months,12.42,456.12,B,B4,18-Dec,Charged Off,debt_consolidation,1260676,1031265,10+ years,MORTGAGE,86000,Not Verified,12.29,0,20-May,8203.29,0
1066835,10500,10500, 36 months,16.29,370.66,D,D1,18-Dec,Charged Off,debt_consolidation,1301027,1066835,3 years,RENT,30000,Source Verified,15,0,19-Jul,2222.16,0
1067181,12000,11975, 36 months,9.91,386.7,B,B1,18-Dec,Fully Paid,debt_consolidation,1301536,1067181,2 years,RENT,60000,Not Verified,15.5,0,15-Jan,13919.41387,0
1067179,6000,6000, 36 months,8.9,190.52,A,A5,18-Dec,Fully Paid,credit_card,1301534,1067179,3 years,RENT,34000,Not Verified,14.51,0,15-Jan,6857.261151,0
1067172,11500,11500, 36 months,15.27,400.18,C,C4,18-Dec,Fully Paid,credit_card,1301527,1067172,10+ years,MORTGAGE,44200,Verified,21.69,0,20-Jul,13598.01,0
1066712,7000,7000, 36 months,12.42,233.91,B,B4,18-Dec,Fully Paid,debt_consolidation,1301115,1066712,7 years,MORTGAGE,82000,Not Verified,12,0,21-Feb,8290.73,0
1066706,29500,28513.45925, 60 months,20.3,786.51,E,E5,18-Dec,Fully Paid,debt_consolidation,1300906,1066706,6 years,MORTGAGE,83000,Source Verified,20.93,0,15-Oct,45755.22998,0
1066836,2000,2000, 36 months,15.27,69.6,C,C4,18-Dec,Fully Paid,moving,1301028,1066836,2 years,RENT,41000,Verified,17.74,0,15-Jan,2520.4,0
1066826,11625,11625, 36 months,13.49,394.45,C,C1,18-Dec,Fully Paid,credit_card,1301015,1066826,< 1 year,MORTGAGE,36000,Source Verified,19.33,0,15-Jan,14196.26824,0
1063280,15075,15075, 36 months,14.27,517.21,C,C2,18-Dec,Charged Off,debt_consolidation,1295793,1063280,10+ years,RENT,35000,Verified,20.16,0,21-Jun,15502.77,0
1057447,5300,5300, 36 months,15.27,184.43,C,C4,18-Dec,Fully Paid,credit_card,1289006,1057447,1 year,RENT,30000,Verified,24.88,0,21-Oct,6622.546709,0
1040867,8200,8200, 36 months,6.62,251.77,A,A2,18-Dec,Fully Paid,home_improvement,1270873,1040867,< 1 year,RENT,40000,Source Verified,11.1,0,15-Jan,9062.49784,0
1065232,12000,12000, 36 months,12.42,400.99,B,B4,18-Dec,Fully Paid,credit_card,1299103,1065232,9 years,MORTGAGE,105000,Not Verified,13.98,0,15-Jan,14431.97856,0
1052492,8650,8650, 36 months,14.27,296.78,C,C2,18-Dec,Fully Paid,credit_card,1284024,1052492,4 years,MORTGAGE,45000,Source Verified,7.6,0,15-Jan,10678.68477,0
1066664,21000,11500, 60 months,17.27,294.98,D,D3,18-Dec,Current,debt_consolidation,1300858,1066664,10+ years,MORTGAGE,109000,Verified,7.75,0,15-Dec,14117.18,3250.78
1066659,16000,16000, 60 months,17.27,399.97,D,D3,18-Dec,Current,debt_consolidation,1300852,1066659,2 years,RENT,50000,Source Verified,11.04,0,15-Dec,19183.22,4386.9
1066763,12000,11975, 36 months,12.42,400.99,B,B4,18-Dec,Fully Paid,debt_consolidation,1300945,1066763,2 years,RENT,83000,Not Verified,11.81,0,15-Jan,14432.31018,0
1066798,9500,9500, 36 months,12.69,318.68,B,B5,18-Dec,Charged Off,moving,1300982,1066798,< 1 year,MORTGAGE,52500,Source Verified,23.54,0,20-Nov,7002.16,0
1066639,7400,7400, 36 months,13.49,251.09,C,C1,18-Dec,Fully Paid,debt_consolidation,1300831,1066639,< 1 year,OWN,25000,Source Verified,8.45,0,15-Jan,9037.69568,0
1066633,14400,14400, 36 months,13.49,488.6,C,C1,18-Dec,Fully Paid,debt_consolidation,1300823,1066633,10+ years,MORTGAGE,60000,Not Verified,16.92,0,19-Aug,15453.51,0
1060644,24250,18075, 60 months,23.91,519.76,G,G4,18-Dec,Fully Paid,debt_consolidation,1292408,1060644,7 years,MORTGAGE,120000,Verified,12.96,0,19-Dec,22188.25,0
1066766,7200,7200, 36 months,7.9,225.29,A,A4,18-Dec,Charged Off,debt_consolidation,1300949,1066766,3 years,RENT,68000,Source Verified,7.98,0,21-Nov,7730.87,0
1066613,26000,25975, 60 months,16.77,642.96,D,D2,18-Dec,Charged Off,home_improvement,1300801,1066613,10+ years,MORTGAGE,53000,Verified,11.77,0,20-Feb,9622.45,0
1065648,7000,6975, 60 months,11.71,154.69,B,B3,18-Dec,Charged Off,credit_card,1299754,1065648,6 years,MORTGAGE,69600,Verified,26.22,0,21-Oct,6126.24,0
1066768,4000,4000, 36 months,7.51,124.45,A,A3,18-Dec,Fully Paid,major_purchase,1300951,1066768,< 1 year,RENT,65000,Source Verified,18.17,0,19-Aug,4182.25,0
1066617,1500,1500, 36 months,17.27,53.69,D,D3,18-Dec,Fully Paid,debt_consolidation,1300806,1066617,10+ years,MORTGAGE,144000,Verified,8.23,1,19-Feb,1521.6,0
1062015,19600,19600, 36 months,12.42,654.94,B,B4,18-Dec,Fully Paid,credit_card,1293857,1062015,2 years,RENT,75000,Verified,11.62,0,20-Feb,21993.62,0
1066598,2500,2500, 36 months,11.71,82.69,B,B3,18-Dec,Fully Paid,debt_consolidation,1300783,1066598,7 years,MORTGAGE,29000,Verified,18.7,0,20-Nov,2894.74,0
1066503,10000,10000, 36 months,12.69,335.45,B,B5,18-Dec,Charged Off,credit_card,1300476,1066503,2 years,RENT,70000,Not Verified,2.69,0,20-Jul,6351.59,0
1066530,10000,10000, 36 months,6.62,307.04,A,A2,18-Dec,Fully Paid,credit_card,1300506,1066530,5 years,RENT,45000,Not Verified,26.85,0,15-Jan,11051.5238,0
1066520,4225,4225, 36 months,12.42,141.18,B,B4,18-Dec,Fully Paid,other,1300495,1066520,5 years,MORTGAGE,55200,Not Verified,17.61,0,15-Jan,5081.022961,0
1065929,3500,3500, 36 months,7.9,109.52,A,A4,18-Dec,Fully Paid,vacation,1300072,1065929,7 years,MORTGAGE,61440,Not Verified,6.46,1,15-Jan,3942.078528,0
1066582,12000,12000, 36 months,6.62,368.45,A,A2,18-Dec,Fully Paid,debt_consolidation,1300766,1066582,10+ years,MORTGAGE,56000,Not Verified,13.65,0,15-Jan,13262.20515,0
1066348,16500,16500, 36 months,8.9,523.93,A,A5,18-Dec,Fully Paid,debt_consolidation,1300722,1066348,< 1 year,RENT,47000,Source Verified,9.06,0,21-Dec,18856.75782,0
1061430,22000,21975, 60 months,21.67,603.5,F,F3,18-Dec,Fully Paid,debt_consolidation,1293224,1061430,< 1 year,RENT,55000,Verified,15.62,0,20-Nov,25023.2,0
1061519,12000,12000, 36 months,14.65,413.94,C,C3,18-Dec,Fully Paid,credit_card,1293522,1061519,1 year,RENT,71000,Verified,14.87,0,19-Mar,12430.36,0
1066344,15600,15600, 60 months,12.69,352.48,B,B5,18-Dec,Current,vacation,1300716,1066344,10+ years,RENT,50000,Source Verified,5.78,0,16-Jan,16894.08,3968.14
1066480,10800,10800, 36 months,12.42,360.89,B,B4,18-Dec,Fully Paid,credit_card,1300453,1066480,8 years,RENT,135000,Verified,12.12,0,15-Jan,13004.14287,0
1066471,14000,14000, 36 months,12.42,467.82,B,B4,18-Dec,Fully Paid,credit_card,1300438,1066471,10+ years,MORTGAGE,63000,Not Verified,7.35,0,21-Sep,16789.07137,0
1064063,18825,18800, 60 months,17.58,473.75,D,D4,18-Dec,Current,debt_consolidation,1296651,1064063,4 years,MORTGAGE,44000,Verified,24.98,0,15-Dec,22698.14,5199.06
1066318,6000,6000, 36 months,13.49,203.59,C,C1,18-Dec,Fully Paid,debt_consolidation,1300689,1066318,5 years,MORTGAGE,50000,Not Verified,15.58,0,15-Jan,7325.298968,0
1066453,12000,12000, 36 months,9.91,386.7,B,B1,18-Dec,Fully Paid,debt_consolidation,1300423,1066453,5 years,RENT,80000,Not Verified,14.83,0,21-Oct,13905.99717,0
1063090,10000,10000, 36 months,12.42,334.16,B,B4,18-Dec,Fully Paid,debt_consolidation,1295591,1063090,4 years,RENT,45000,Not Verified,10.45,0,15-Jan,12025.47063,0
1061406,8000,8000, 36 months,7.9,250.33,A,A4,18-Dec,Fully Paid,vacation,1293196,1061406,2 years,RENT,78000,Not Verified,6.09,0,20-Dec,8846.24,0
1066278,14125,14125, 36 months,9.91,455.18,B,B1,18-Dec,Fully Paid,debt_consolidation,1300643,1066278,1 year,RENT,33000,Verified,23.13,0,20-Dec,16055.99,0
1066281,14000,14000, 36 months,12.69,469.63,B,B5,18-Dec,Fully Paid,debt_consolidation,1300646,1066281,5 years,RENT,62800,Not Verified,19.24,0,21-Dec,16897.17981,0
1056150,13200,8975, 60 months,17.27,224.36,D,D3,18-Dec,Fully Paid,small_business,1287925,1056150,3 years,RENT,26400,Source Verified,9.64,0,19-Nov,10200.26,0
1066434,4000,4000, 36 months,19.03,146.69,E,E2,18-Dec,Fully Paid,vacation,1300402,1066434,10+ years,MORTGAGE,80000,Not Verified,20.59,1,20-Jan,4340.62,0
1048526,4000,4000, 36 months,12.69,134.18,B,B5,18-Dec,Charged Off,debt_consolidation,1279867,1048526,2 years,RENT,25000,Not Verified,6.86,0,20-Mar,2022.66,0
1028566,10500,10500, 36 months,6.03,319.58,A,A1,18-Dec,Fully Paid,debt_consolidation,1257917,1028566,10+ years,MORTGAGE,65000,Source Verified,10.36,0,21-Dec,11503.77547,0
1066424,5500,5500, 36 months,7.9,172.1,A,A4,18-Dec,Fully Paid,car,1291243,1066424,10+ years,OWN,59000,Source Verified,6.65,0,21-Jul,6171.267137,0
1066212,7350,7350, 36 months,11.71,243.11,B,B3,18-Dec,Fully Paid,debt_consolidation,1300569,1066212,1 year,RENT,33000,Verified,22.51,0,21-Sep,8725.632456,0
1066232,10000,10000, 36 months,12.42,334.16,B,B4,18-Dec,Charged Off,credit_card,1300594,1066232,10+ years,RENT,39000,Source Verified,18.31,0,21-Apr,11604.88,0
1056219,12000,12000, 36 months,7.51,373.33,A,A3,18-Dec,Fully Paid,debt_consolidation,1287799,1056219,10+ years,RENT,42000,Not Verified,10.74,0,15-Jan,13456.32312,0
1066199,5000,5000, 60 months,11.71,110.5,B,B3,18-Dec,Fully Paid,home_improvement,1300556,1066199,5 years,MORTGAGE,38004,Not Verified,23.78,0,15-Oct,6534.43,0
1060851,8000,8000, 60 months,11.71,176.79,B,B3,18-Dec,Fully Paid,other,1292817,1060851,3 years,OWN,31000,Source Verified,16.22,0,19-May,8306.47,0
972383,4500,4500, 36 months,8.9,142.89,A,A5,18-Dec,Fully Paid,other,1194336,972383,10+ years,MORTGAGE,50700,Verified,23.43,0,20-Dec,5050.37,0
1066191,18000,17975, 36 months,12.42,601.48,B,B4,18-Dec,Fully Paid,credit_card,1300547,1066191,1 year,OWN,75000,Verified,12.51,0,21-Oct,21629.24351,0
1066173,12300,12300, 60 months,13.49,282.96,C,C1,18-Dec,Current,debt_consolidation,1300526,1066173,2 years,MORTGAGE,30000,Source Verified,12.76,0,15-Dec,13556.6,3174.77
1066379,12000,12000, 36 months,13.49,407.17,C,C1,18-Dec,Fully Paid,debt_consolidation,1300340,1066379,6 years,RENT,40000,Not Verified,15.72,0,19-Jul,12761.93,0
1066364,10000,10000, 36 months,13.49,339.31,C,C1,18-Dec,Fully Paid,credit_card,1300323,1066364,10+ years,MORTGAGE,50000,Not Verified,5.88,1,21-Apr,12077.32731,0
1066140,6000,6000, 36 months,7.9,187.75,A,A4,18-Dec,Fully Paid,other,1300296,1066140,7 years,MORTGAGE,80000,Not Verified,8.87,0,20-Nov,6633.12,0
1066171,12000,12000, 36 months,12.69,402.54,B,B5,18-Dec,Fully Paid,debt_consolidation,1300523,1066171,4 years,RENT,40000,Not Verified,22.2,0,20-Oct,14006.68,0
1066162,12000,12000, 36 months,8.9,381.04,A,A5,18-Dec,Charged Off,other,1300514,1066162,7 years,RENT,80000,Not Verified,9.13,0,21-Mar,10411.4,0
1040154,7000,7000, 36 months,11.71,231.54,B,B3,18-Dec,Fully Paid,debt_consolidation,1270530,1040154,2 years,RENT,75000,Source Verified,15.57,0,15-Jan,8331.940085,0
1066155,35000,26800, 60 months,18.64,690.56,E,E1,18-Dec,Fully Paid,debt_consolidation,1277661,1066155,8 years,MORTGAGE,85000,Verified,12,0,19-Mar,28061.33,0
1065382,1400,1400, 36 months,7.9,43.81,A,A4,18-Dec,Fully Paid,other,1299269,1065382,1 year,RENT,28800,Not Verified,10,0,19-Oct,1478.87,0
1063447,16000,16000, 60 months,13.49,368.08,C,C1,18-Dec,Charged Off,small_business,1296011,1063447,10+ years,RENT,35000,Verified,16.22,0,21-Jan,10343.32,0
1065932,3200,3200, 36 months,9.91,103.12,B,B1,18-Dec,Fully Paid,debt_consolidation,1300077,1065932,9 years,RENT,61200,Not Verified,2.16,0,21-Oct,3709.19273,0
1065936,8000,8000, 36 months,7.9,250.33,A,A4,18-Dec,Fully Paid,medical,1300082,1065936,1 year,RENT,40000,Not Verified,13.35,0,21-Aug,8986.263663,0
1066112,11875,11875, 60 months,12.69,268.32,B,B5,18-Dec,Charged Off,debt_consolidation,1300264,1066112,< 1 year,RENT,25920,Source Verified,23.75,0,19-Mar,1185.35,0
1066084,5000,5000, 36 months,6.03,152.18,A,A1,18-Dec,Fully Paid,home_improvement,1300233,1066084,9 years,MORTGAGE,54000,Not Verified,3.82,0,20-Dec,5410.75,0
1066081,1800,1800, 36 months,6.62,55.27,A,A2,18-Dec,Fully Paid,small_business,1300229,1066081,10+ years,RENT,18000,Not Verified,23.8,0,19-Oct,1880.09,0
1065896,35000,35000, 36 months,8.9,1111.37,A,A5,18-Dec,Fully Paid,debt_consolidation,1300036,1065896,5 years,RENT,85000,Verified,17.73,0,19-Oct,37304.76,0
1066065,18000,17950, 36 months,8.9,571.56,A,A5,18-Dec,Fully Paid,credit_card,1300209,1066065,5 years,RENT,78000,Verified,7,0,20-Jun,19883.16,0
1066071,14000,14000, 36 months,7.9,438.07,A,A4,18-Dec,Charged Off,debt_consolidation,1300216,1066071,10+ years,OWN,45600,Not Verified,19.74,0,20-Mar,6130.32,0
1062094,5000,5000, 36 months,12.42,167.08,B,B4,18-Dec,Fully Paid,debt_consolidation,1294147,1062094,2 years,RENT,70000,Not Verified,20.06,0,19-Nov,5501.16,0
1061154,8000,8000, 36 months,15.96,281.1,C,C5,18-Dec,Fully Paid,credit_card,1292952,1061154,4 years,RENT,70000,Source Verified,14.04,0,21-Jun,9993.120439,0
1066061,10000,10000, 36 months,6.03,304.36,A,A1,18-Dec,Fully Paid,debt_consolidation,1300203,1066061,9 years,MORTGAGE,80000,Not Verified,12.99,0,21-Jan,10840.08,0
1065863,10000,9975, 36 months,7.51,311.11,A,A3,18-Dec,Fully Paid,debt_consolidation,1300001,1065863,5 years,RENT,50000,Verified,4.63,0,21-Feb,11019.26,0
1065862,12000,12000, 36 months,12.42,400.99,B,B4,18-Dec,Fully Paid,debt_consolidation,1300000,1065862,10+ years,MORTGAGE,35000,Verified,18.51,0,15-Jan,14432.91814,0
1065854,23200,23175, 36 months,7.9,725.94,A,A4,18-Dec,Fully Paid,debt_consolidation,1299989,1065854,3 years,MORTGAGE,65000,Verified,27.99,0,19-Nov,24554.42,0
1065145,18000,17975, 60 months,15.27,430.78,C,C4,18-Dec,Current,credit_card,1299228,1065145,1 year,MORTGAGE,84000,Verified,11.41,0,15-Dec,20631.16,4791.06
1062260,4800,4800, 36 months,15.27,167.03,C,C4,18-Dec,Fully Paid,debt_consolidation,1294318,1062260,10+ years,MORTGAGE,75000,Not Verified,9.3,0,15-Jan,6005.123937,0
1065842,7300,7300, 36 months,11.71,241.46,B,B3,18-Dec,Fully Paid,debt_consolidation,1299977,1065842,6 years,RENT,35000,Not Verified,16.42,0,21-Aug,8654.581877,0
1066018,10400,10400, 36 months,9.91,335.14,B,B1,18-Dec,Fully Paid,debt_consolidation,1300151,1066018,6 years,RENT,40000,Source Verified,11.67,0,21-Aug,12022.8865,0
1049352,6600,6600, 36 months,9.91,212.69,B,B1,18-Dec,Fully Paid,house,1280767,1049352,1 year,MORTGAGE,100000,Not Verified,15.53,0,20-Apr,7274.62,0
1066016,12000,12000, 36 months,8.9,381.04,A,A5,18-Dec,Fully Paid,debt_consolidation,1300149,1066016,7 years,OWN,40000,Not Verified,9.45,0,15-Jan,13715.45783,0
1065997,13250,13250, 36 months,17.27,474.19,D,D3,18-Dec,Fully Paid,debt_consolidation,1300128,1065997,10+ years,RENT,52000,Verified,23.7,0,20-Apr,15650.39,0
1061891,12000,12000, 36 months,11.71,396.92,B,B3,18-Dec,Fully Paid,debt_consolidation,1293926,1061891,3 years,RENT,92500,Source Verified,15.97,0,15-Jan,14286.72251,0
1065752,25000,25000, 36 months,9.91,805.63,B,B1,18-Dec,Fully Paid,debt_consolidation,1299871,1065752,9 years,RENT,61000,Source Verified,10.35,0,15-Jan,29000.83503,0
1063126,6000,6000, 36 months,10.65,195.44,B,B2,18-Dec,Fully Paid,other,1295634,1063126,10+ years,RENT,36000,Not Verified,14.43,0,15-Jan,7033.840265,0
1065738,12000,12000, 36 months,7.51,373.33,A,A3,18-Dec,Fully Paid,credit_card,1299858,1065738,10+ years,MORTGAGE,68000,Not Verified,7.08,0,20-Oct,12554.01,0
1061467,14400,14400, 36 months,11.71,476.3,B,B3,18-Dec,Fully Paid,credit_card,1293268,1061467,1 year,RENT,80000,Not Verified,16.35,0,19-Oct,15543.7,0
1065721,10000,10000, 36 months,12.42,334.16,B,B4,18-Dec,Fully Paid,credit_card,1299839,1065721,10+ years,RENT,43000,Not Verified,11.58,0,15-Jan,12026.29966,0
1065717,8000,8000, 36 months,11.71,264.61,B,B3,18-Dec,Fully Paid,credit_card,1299834,1065717,1 year,RENT,150000,Not Verified,2.48,1,15-Jan,9522.45744,0
